iter	Passed	Remaining
452	255	3124
453	255	3123
454	256	3122
455	256	3121
456	257	3121
457	257	3120
458	258	3119
459	258	3118
460	259	3117
461	260	3116
462	260	3116
463	261	3115
464	261	3114
465	262	3113
466	262	3112
467	263	3111
468	263	3110
469	264	3110
470	264	3108
471	265	3107
472	265	3106
473	266	3105
474	266	3104
475	267	3103
476	268	3103
477	268	3102
478	269	3102
479	269	3101
480	270	3100
481	270	3099
482	271	3098
483	271	3097
484	272	3097
485	272	3096
486	273	3095
487	273	3094
488	274	3094
489	275	3093
490	275	3092
491	276	3091
492	276	3090
493	277	3089
494	277	3089
495	278	3087
496	278	3087
497	279	3086
498	279	3085
499	280	3084
500	280	3083
501	281	3082
502	282	3082
503	282	3081
504	283	3080
505	283	3079
506	284	3078
507	284	3077
508	285	3076
509	285	3075
510	286	3075
511	286	3074
512	287	3074
513	287	3073
514	288	3072
515	288	3071
516	289	3070
517	290	3069
518	290	3068
519	291	3068
520	291	3067
521	292	3066
522	292	3065
523	293	3065
524	293	3064
525	294	3063
526	294	3062
527	295	3061
528	296	3061
529	296	3060
530	297	3060
531	297	3059
532	298	3058
533	298	3057
534	299	3057
535	299	3056
536	300	3056
537	300	3055
538	301	3054
539	302	3054
540	302	3055
541	303	3055
542	303	3054
543	304	3053
544	304	3052
545	305	3051
546	306	3050
547	306	3049
548	307	3049
549	307	3048
550	308	3047
551	308	3046
552	309	3046
553	309	3045
554	310	3045
555	310	3044
556	311	3043
557	311	3042
558	312	3042
559	313	3041
560	313	3041
561	314	3040
562	314	3039
563	315	3038
564	315	3038
565	316	3037
566	316	3036
567	317	3036
568	318	3035
569	318	3034
570	319	3033
571	319	3032
572	320	3032
573	320	3031
574	321	3030
575	321	3029
576	322	3029
577	322	3028
578	323	3027
579	323	3026
580	324	3026
581	324	3025
582	325	3024
583	326	3024
584	326	3023
585	327	3022
586	327	3021
587	328	3021
588	328	3020
589	329	3019
590	329	3019
591	330	3019
592	331	3018
593	331	3017
594	332	3016
595	332	3015
596	333	3014
597	333	3013
598	334	3013
599	334	3014
600	335	3013
601	336	3013
602	336	3012
603	337	3012
604	337	3011
605	338	3011
606	338	3011
607	339	3010
608	340	3009
609	340	3009
610	341	3008
611	341	3007
612	342	3007
613	342	3006
614	343	3005
615	343	3005
616	344	3004
617	344	3004
618	345	3003
619	346	3003
620	346	3002
621	347	3002
622	347	3001
623	348	3001
624	348	3001
625	349	3000
626	350	3000
627	350	3000
628	351	3000
629	351	2999
630	352	2999
631	353	2998
632	353	2997
633	354	2997
634	354	2996
635	355	2995
636	355	2995
637	356	2995
638	356	2994
639	357	2994
640	358	2994
641	358	2993
642	359	2992
643	359	2992
644	360	2991
645	360	2991
646	361	2990
647	362	2990
648	362	2989
649	363	2988
650	363	2988
651	364	2987
652	364	2986
653	365	2988
654	366	2987
655	366	2987
656	367	2986
657	367	2986
658	368	2985
659	368	2984
660	369	2984
661	370	2984
662	370	2983
663	371	2986
664	372	2985
665	372	2985
666	373	2984
667	373	2983
668	374	2982
669	374	2982
670	375	2981
671	375	2981
672	376	2980
673	377	2979
674	377	2978
675	378	2978
676	378	2978
677	379	2977
678	379	2976
679	380	2976
680	380	2975
681	381	2974
682	382	2974
683	382	2973
684	383	2973
685	383	2972
686	384	2971
687	384	2971
688	385	2970
689	385	2969
690	386	2969
691	386	2968
692	387	2967
693	388	2966
694	388	2966
695	389	2965
696	389	2965
697	390	2964
698	390	2963
699	391	2963
700	391	2962
701	392	2961
702	392	2960
703	393	2960
704	394	2959
705	394	2958
706	395	2957
707	395	2957
708	396	2956
709	396	2955
710	397	2955
711	397	2954
712	398	2953
713	398	2952
714	399	2951
715	399	2950
716	400	2950
717	400	2949
718	401	2948
719	402	2948
720	402	2947
721	403	2946
722	403	2945
723	404	2945
724	404	2944
725	405	2943
726	405	2943
727	406	2942
728	406	2941
729	407	2941
730	407	2940
731	408	2939
732	409	2939
733	409	2938
734	410	2937
735	410	2937
736	411	2936
737	411	2935
738	412	2935
739	412	2934
740	413	2933
741	413	2933
742	414	2932
743	415	2931
744	415	2931
745	416	2930
746	416	2929
747	417	2929
748	417	2928
749	418	2927
750	418	2927
751	419	2926
752	419	2925
753	420	2925
754	420	2924
755	421	2923
756	421	2922
757	422	2922
758	423	2921
759	423	2920
760	424	2920
761	424	2919
762	425	2918
763	425	2917
764	426	2917
765	426	2916
766	427	2915
767	427	2915
768	428	2914
769	428	2913
770	429	2913
771	430	2912
772	430	2912
773	431	2911
774	431	2910
775	432	2910
776	432	2909
777	433	2908
778	433	2907
779	434	2907
780	434	2906
781	435	2905
782	436	2905
783	436	2904
784	437	2903
785	437	2902
786	438	2902
787	438	2901
788	439	2901
789	439	2900
790	440	2899
791	440	2898
792	441	2897
793	441	2897
794	442	2896
795	442	2896
796	443	2895
797	444	2894
798	444	2895
799	445	2894
800	445	2893
801	446	2893
802	446	2892
803	447	2892
804	448	2891
805	448	2890
806	449	2890
807	449	2889
808	450	2888
809	450	2888
810	451	2887
811	451	2886
812	452	2886
813	452	2885
814	453	2885
815	454	2884
816	454	2883
817	455	2883
818	455	2882
819	456	2881
820	456	2881
821	457	2880
822	457	2879
823	458	2878
824	458	2878
825	459	2877
826	459	2876
827	460	2876
828	461	2876
829	461	2875
830	462	2875
831	462	2874
832	463	2873
833	463	2872
834	464	2872
835	464	2872
836	465	2871
837	466	2870
838	466	2870
839	467	2869
840	467	2868
841	468	2868
842	468	2867
843	469	2867
844	469	2866
845	470	2865
846	470	2865
847	471	2864
848	472	2864
849	472	2863
850	473	2862
851	473	2861
852	474	2861
853	474	2860
854	475	2860
855	475	2860
856	476	2859
857	476	2858
858	477	2857
859	478	2857
860	478	2856
861	479	2855
862	479	2855
863	480	2855
864	480	2854
865	481	2853
866	481	2853
867	482	2852
868	483	2852
869	483	2851
870	484	2851
871	484	2850
872	485	2850
873	485	2849
874	486	2849
875	486	2848
876	487	2847
877	488	2847
878	488	2846
879	489	2846
880	489	2845
881	490	2845
882	490	2844
883	491	2844
884	491	2843
885	492	2842
886	493	2842
887	493	2841
888	494	2841
889	494	2840
890	495	2840
891	495	2839
892	496	2839
893	497	2838
894	497	2838
895	498	2837
896	498	2836
897	499	2836
898	499	2835
899	500	2835
900	500	2834
901	501	2834
902	502	2833
903	502	2833
904	503	2832
905	503	2832
906	504	2831
907	504	2831
908	505	2830
909	506	2830
910	506	2829
911	507	2829
912	507	2828
913	508	2828
914	508	2827
915	509	2827
916	509	2826
917	510	2826
918	511	2825
919	511	2825
920	512	2824
921	512	2824
922	513	2823
923	513	2822
924	514	2821
925	514	2821
926	515	2820
927	515	2820
928	516	2819
929	517	2818
930	517	2818
931	518	2817
932	518	2816
933	519	2816
934	519	2815
935	520	2815
936	520	2814
937	521	2813
938	521	2813
939	522	2812
940	523	2812
941	523	2811
942	524	2811
943	524	2810
944	525	2810
945	525	2809
946	526	2809
947	527	2808
948	527	2808
949	528	2807
950	528	2806
951	529	2806
952	529	2805
953	530	2805
954	530	2804
955	531	2804
956	532	2805
957	532	2804
958	533	2804
959	533	2803
960	534	2802
961	535	2802
962	535	2801
963	536	2800
964	536	2800
965	537	2799
966	537	2799
967	538	2799
968	538	2798
969	539	2797
970	540	2797
971	540	2796
972	541	2796
973	541	2795
974	542	2794
975	542	2794
976	543	2793
977	543	2793
978	544	2792
979	545	2792
980	545	2791
981	546	2791
982	546	2790
983	547	2790
984	547	2789
985	548	2789
986	549	2788
987	549	2787
988	550	2787
989	550	2786
990	551	2786
991	551	2785
992	552	2784
993	552	2784
994	553	2783
995	553	2783
996	554	2782
997	555	2782
998	555	2781
999	556	2781
1000	556	2780
1001	557	2780
1002	557	2779
1003	558	2779
1004	559	2778
1005	559	2778
1006	560	2777
1007	560	2776
1008	561	2776
1009	561	2775
1010	562	2775
1011	562	2774
1012	563	2774
1013	564	2773
1014	564	2772
1015	565	2772
1016	565	2771
1017	566	2771
1018	566	2770
1019	567	2769
1020	567	2769
1021	568	2768
1022	568	2767
1023	569	2767
1024	570	2767
1025	570	2766
1026	571	2766
1027	571	2765
1028	572	2765
1029	572	2764
1030	573	2764
1031	574	2763
1032	574	2763
1033	575	2762
1034	575	2761
1035	576	2761
1036	576	2760
1037	577	2760
1038	577	2759
1039	578	2759
1040	579	2758
1041	579	2758
1042	580	2757
1043	580	2756
1044	581	2756
1045	581	2755
1046	582	2755
1047	582	2754
1048	583	2754
1049	584	2753
1050	584	2753
1051	585	2752
1052	585	2751
1053	586	2752
1054	587	2751
1055	587	2750
1056	588	2750
1057	588	2749
1058	589	2748
1059	589	2748
1060	590	2748
1061	590	2747
1062	591	2747
1063	592	2746
1064	592	2745
1065	593	2745
1066	593	2744
1067	594	2744
1068	594	2743
1069	595	2742
1070	595	2742
1071	596	2741
1072	596	2741
1073	597	2740
1074	598	2740
1075	598	2739
1076	599	2738
1077	599	2738
1078	600	2737
1079	600	2736
1080	601	2736
1081	601	2735
1082	602	2735
1083	603	2737
1084	604	2737
1085	604	2736
1086	605	2736
1087	605	2735
1088	606	2734
1089	606	2733
1090	607	2733
1091	608	2732
1092	608	2732
1093	609	2731
1094	609	2731
1095	610	2730
1096	610	2730
1097	611	2729
1098	611	2728
1099	612	2728
1100	613	2727
1101	613	2727
1102	614	2726
1103	614	2725
1104	615	2725
1105	615	2724
1106	616	2724
1107	616	2723
1108	617	2722
1109	617	2722
1110	618	2721
1111	619	2721
1112	619	2720
1113	620	2719
1114	620	2719
1115	621	2718
1116	621	2718
1117	622	2717
1118	622	2716
1119	623	2716
1120	623	2715
1121	624	2715
1122	625	2714
1123	625	2714
1124	626	2713
1125	626	2713
1126	627	2712
1127	627	2711
1128	628	2711
1129	629	2711
1130	629	2710
1131	630	2709
1132	630	2709
1133	631	2708
1134	631	2708
1135	632	2707
1136	632	2707
1137	633	2706
1138	634	2705
1139	634	2705
1140	635	2704
1141	635	2704
1142	636	2703
1143	636	2703
1144	637	2702
1145	637	2701
1146	638	2701
1147	638	2700
1148	639	2699
1149	640	2699
1150	640	2698
1151	641	2697
1152	641	2697
1153	642	2696
1154	642	2696
1155	643	2695
1156	643	2695
1157	644	2694
1158	644	2693
1159	645	2693
1160	646	2692
1161	646	2692
1162	647	2691
1163	647	2691
1164	648	2690
1165	648	2690
1166	649	2689
1167	649	2688
1168	650	2688
1169	651	2687
1170	651	2687
1171	652	2686
1172	652	2686
1173	653	2685
1174	653	2684
1175	654	2684
1176	654	2683
1177	655	2683
1178	656	2682
1179	656	2682
1180	657	2681
1181	657	2680
1182	658	2680
1183	658	2679
1184	659	2679
1185	659	2678
1186	660	2678
1187	661	2677
1188	661	2677
1189	662	2676
1190	662	2676
1191	663	2675
1192	663	2674
1193	664	2674
1194	664	2673
1195	665	2673
1196	666	2672
1197	666	2672
1198	667	2671
1199	667	2670
1200	668	2670
1201	668	2669
1202	669	2668
1203	669	2667
1204	670	2666
1205	670	2666
1206	671	2666
1207	672	2666
1208	672	2665
1209	673	2664
1210	673	2664
1211	674	2663
1212	674	2663
1213	675	2662
1214	675	2661
1215	676	2661
1216	676	2660
1217	677	2660
1218	678	2659
1219	678	2658
1220	679	2658
1221	679	2657
1222	680	2657
1223	680	2656
1224	681	2656
1225	681	2655
1226	682	2654
1227	683	2654
1228	683	2653
1229	684	2653
1230	684	2652
1231	685	2652
1232	685	2651
1233	686	2650
1234	686	2650
1235	687	2649
1236	688	2649
1237	688	2648
1238	689	2648
1239	689	2647
1240	690	2646
1241	690	2646
1242	691	2645
1243	691	2645
1244	692	2644
1245	692	2644
1246	693	2643
1247	694	2643
1248	694	2642
1249	695	2641
1250	695	2641
1251	696	2640
1252	696	2640
1253	697	2639
1254	698	2639
1255	698	2638
1256	699	2638
1257	699	2637
1258	700	2638
1259	701	2637
1260	701	2637
1261	702	2636
1262	702	2635
1263	703	2634
1264	703	2634
1265	704	2633
1266	704	2633
1267	705	2632
1268	705	2631
1269	706	2631
1270	707	2630
1271	707	2629
1272	708	2629
1273	708	2628
1274	709	2628
1275	709	2627
1276	710	2626
1277	710	2626
1278	711	2625
1279	711	2625
1280	712	2624
1281	713	2623
1282	713	2623
1283	714	2622
1284	714	2622
1285	715	2621
1286	715	2621
1287	716	2620
1288	716	2619
1289	717	2619
1290	717	2618
1291	718	2618
1292	719	2617
1293	719	2617
1294	720	2616
1295	720	2615
1296	721	2615
1297	721	2614
1298	722	2614
1299	723	2613
1300	723	2613
1301	724	2612
1302	724	2612
1303	725	2611
1304	725	2610
1305	726	2610
1306	726	2609
1307	727	2609
1308	727	2608
1309	728	2608
1310	729	2607
1311	729	2606
1312	730	2606
1313	730	2605
1314	731	2605
1315	731	2604
1316	732	2604
1317	732	2603
1318	733	2602
1319	733	2602
1320	734	2601
1321	735	2601
1322	735	2600
1323	736	2600
1324	736	2599
1325	737	2598
1326	737	2598
1327	738	2597
1328	738	2596
1329	739	2596
1330	739	2595
1331	740	2594
1332	740	2594
1333	741	2593
1334	742	2592
1335	742	2592
1336	743	2591
1337	743	2591
1338	744	2590
1339	744	2590
1340	745	2589
1341	745	2589
1342	746	2588
1343	747	2588
1344	747	2587
1345	748	2586
1346	748	2586
1347	749	2585
1348	749	2585
1349	750	2584
1350	750	2584
1351	751	2583
1352	752	2582
1353	752	2582
1354	753	2581
1355	753	2580
1356	754	2580
1357	754	2579
1358	755	2579
1359	755	2578
1360	756	2578
1361	756	2577
1362	757	2576
1363	757	2576
1364	758	2575
1365	759	2575
1366	759	2574
1367	760	2573
1368	760	2573
1369	761	2573
1370	761	2572
1371	762	2571
1372	762	2571
1373	763	2570
1374	764	2569
1375	764	2569
1376	765	2568
1377	765	2567
1378	766	2567
1379	766	2566
1380	767	2565
1381	767	2565
1382	768	2564
1383	768	2563
1384	769	2563
1385	769	2562
1386	770	2562
1387	770	2561
1388	771	2560
1389	771	2560
1390	772	2559
1391	773	2559
1392	773	2558
1393	774	2558
1394	774	2557
1395	775	2557
1396	775	2556
1397	776	2556
1398	777	2555
1399	777	2555
1400	778	2554
1401	778	2554
1402	779	2553
1403	779	2553
1404	780	2552
1405	781	2551
1406	781	2551
1407	782	2550
1408	782	2550
1409	783	2549
1410	783	2548
1411	784	2548
1412	784	2547
1413	785	2547
1414	785	2546
1415	786	2545
1416	787	2545
1417	787	2544
1418	788	2544
1419	788	2543
1420	789	2542
1421	789	2542
1422	790	2541
1423	790	2541
1424	791	2540
1425	791	2539
1426	792	2539
1427	792	2538
1428	793	2538
1429	793	2537
1430	794	2536
1431	795	2536
1432	795	2535
1433	796	2534
1434	796	2534
1435	797	2533
1436	797	2533
1437	798	2532
1438	798	2531
1439	799	2531
1440	799	2530
1441	800	2530
1442	801	2529
1443	801	2528
1444	802	2528
1445	802	2527
1446	803	2527
1447	803	2526
1448	804	2526
1449	804	2525
1450	805	2525
1451	805	2524
1452	806	2524
1453	807	2523
1454	807	2522
1455	808	2522
1456	808	2521
1457	809	2521
1458	809	2520
1459	810	2519
1460	810	2519
1461	811	2518
1462	812	2518
1463	812	2517
1464	813	2516
1465	813	2516
1466	814	2515
1467	814	2515
1468	815	2514
1469	815	2514
1470	816	2513
1471	816	2512
1472	817	2512
1473	818	2511
1474	818	2511
1475	819	2510
1476	819	2510
1477	820	2509
1478	820	2508
1479	821	2508
1480	821	2507
1481	822	2506
1482	822	2506
1483	823	2505
1484	824	2505
1485	824	2505
1486	825	2504
1487	825	2503
1488	826	2503
1489	826	2502
1490	827	2501
1491	827	2501
1492	828	2500
1493	828	2499
1494	829	2499
1495	829	2498
1496	830	2498
1497	830	2497
1498	831	2496
1499	832	2496
1500	832	2495
1501	833	2494
1502	833	2494
1503	834	2493
1504	834	2493
1505	835	2492
1506	835	2492
1507	836	2491
1508	836	2490
1509	837	2490
1510	838	2489
1511	838	2488
1512	839	2488
1513	839	2487
1514	840	2487
1515	840	2486
1516	841	2486
1517	841	2485
1518	842	2484
1519	842	2484
1520	843	2483
1521	843	2482
1522	844	2482
1523	845	2481
1524	845	2481
1525	846	2480
1526	846	2479
1527	847	2479
1528	847	2478
1529	848	2477
1530	848	2477
1531	849	2476
1532	849	2476
1533	850	2475
1534	850	2474
1535	851	2474
1536	851	2473
1537	852	2472
1538	852	2472
1539	853	2471
1540	853	2470
1541	854	2470
1542	854	2469
1543	855	2469
1544	856	2468
1545	856	2467
1546	857	2467
1547	857	2466
1548	858	2466
1549	858	2465
1550	859	2464
1551	859	2464
1552	860	2463
1553	860	2463
1554	861	2462
1555	861	2461
1556	862	2461
1557	863	2460
1558	863	2459
1559	864	2459
1560	864	2458
1561	865	2458
1562	865	2457
1563	866	2456
1564	866	2456
1565	867	2455
1566	867	2455
1567	868	2454
1568	868	2453
1569	869	2453
1570	869	2452
1571	870	2451
1572	870	2451
1573	871	2450
1574	872	2450
1575	872	2450
1576	873	2449
1577	873	2448
1578	874	2448
1579	874	2447
1580	875	2447
1581	876	2446
1582	876	2445
1583	877	2445
1584	877	2444
1585	878	2444
1586	878	2443
1587	879	2442
1588	879	2442
1589	880	2441
1590	880	2441
1591	881	2440
1592	881	2439
1593	882	2439
1594	883	2438
1595	883	2438
1596	884	2437
1597	884	2436
1598	885	2436
1599	885	2435
1600	886	2435
1601	886	2434
1602	887	2434
1603	887	2433
1604	888	2432
1605	889	2432
1606	889	2431
1607	890	2431
1608	890	2430
1609	891	2429
1610	891	2429
1611	892	2428
1612	892	2428
1613	893	2427
1614	893	2426
1615	894	2426
1616	894	2425
1617	895	2425
1618	895	2424
1619	896	2423
1620	897	2423
1621	897	2422
1622	898	2422
1623	898	2421
1624	899	2420
1625	899	2420
1626	900	2419
1627	900	2419
1628	901	2418
1629	901	2418
1630	902	2417
1631	902	2416
1632	903	2416
1633	904	2415
1634	904	2415
1635	905	2414
1636	905	2413
1637	906	2413
1638	906	2412
1639	907	2412
1640	907	2411
1641	908	2410
1642	908	2410
1643	909	2409
1644	910	2409
1645	910	2408
1646	911	2408
1647	911	2407
1648	912	2406
1649	912	2406
1650	913	2405
1651	913	2405
1652	914	2404
1653	915	2404
1654	915	2404
1655	916	2403
1656	916	2403
1657	917	2402
1658	917	2401
1659	918	2401
1660	919	2400
1661	919	2400
1662	920	2399
1663	920	2398
1664	921	2398
1665	921	2397
1666	922	2397
1667	922	2396
1668	923	2396
1669	923	2395
1670	924	2394
1671	925	2394
1672	925	2394
1673	926	2393
1674	926	2393
1675	927	2392
1676	928	2392
1677	928	2392
1678	929	2391
1679	929	2391
1680	930	2390
1681	931	2390
1682	931	2389
1683	932	2389
1684	932	2388
1685	933	2387
1686	933	2387
1687	934	2386
1688	934	2386
1689	935	2385
1690	936	2385
1691	936	2384
1692	937	2383
1693	937	2383
1694	938	2382
1695	938	2381
1696	939	2381
1697	939	2380
1698	940	2380
1699	940	2379
1700	941	2379
1701	941	2378
1702	942	2377
1703	942	2377
1704	943	2376
1705	944	2376
1706	944	2375
1707	945	2375
1708	945	2374
1709	946	2374
1710	946	2373
1711	947	2372
1712	947	2372
1713	948	2371
1714	948	2371
1715	949	2370
1716	950	2369
1717	950	2369
1718	951	2369
1719	951	2368
1720	952	2368
1721	952	2367
1722	953	2366
1723	954	2366
1724	954	2365
1725	955	2364
1726	955	2364
1727	956	2363
1728	956	2363
1729	957	2362
1730	957	2361
1731	958	2361
1732	958	2360
1733	959	2360
1734	959	2359
1735	960	2358
1736	960	2358
1737	961	2357
1738	961	2357
1739	962	2356
1740	963	2355
1741	963	2355
1742	964	2354
1743	964	2354
1744	965	2353
1745	965	2352
1746	966	2352
1747	966	2351
1748	967	2351
1749	967	2350
1750	968	2349
1751	968	2349
1752	969	2348
1753	969	2347
1754	970	2347
1755	970	2346
1756	971	2346
1757	972	2345
1758	972	2344
1759	973	2344
1760	973	2343
1761	974	2343
1762	974	2342
1763	975	2341
1764	975	2341
1765	976	2340
1766	976	2339
1767	977	2339
1768	977	2338
1769	978	2338
1770	978	2337
1771	979	2337
1772	979	2336
1773	980	2335
1774	981	2335
1775	981	2334
1776	982	2334
1777	982	2333
1778	983	2332
1779	983	2332
1780	984	2331
1781	984	2331
1782	985	2330
1783	985	2330
1784	986	2329
1785	987	2328
1786	987	2328
1787	988	2327
1788	988	2327
1789	989	2326
1790	989	2325
1791	990	2325
1792	990	2324
1793	991	2324
1794	991	2323
1795	992	2322
1796	992	2322
1797	993	2321
1798	994	2321
1799	994	2320
1800	995	2320
1801	995	2319
1802	996	2318
1803	996	2318
1804	997	2317
1805	997	2317
1806	998	2316
1807	998	2315
1808	999	2315
1809	999	2314
1810	1000	2314
1811	1000	2313
1812	1001	2312
1813	1002	2312
1814	1002	2311
1815	1003	2311
1816	1003	2310
1817	1004	2309
1818	1004	2309
1819	1005	2308
1820	1005	2308
1821	1006	2307
1822	1006	2307
1823	1007	2306
1824	1007	2305
1825	1008	2305
1826	1009	2304
1827	1009	2304
1828	1010	2303
1829	1010	2302
1830	1011	2302
1831	1011	2301
1832	1012	2301
1833	1012	2300
1834	1013	2299
1835	1013	2299
1836	1014	2298
1837	1014	2298
1838	1015	2297
1839	1015	2296
1840	1016	2296
1841	1017	2295
1842	1017	2295
1843	1018	2294
1844	1018	2293
1845	1019	2293
1846	1019	2292
1847	1020	2292
1848	1020	2291
1849	1021	2290
1850	1021	2290
1851	1022	2289
1852	1022	2289
1853	1023	2288
1854	1023	2288
1855	1024	2287
1856	1025	2286
1857	1025	2286
1858	1026	2285
1859	1026	2285
1860	1027	2284
1861	1027	2283
1862	1028	2283
1863	1028	2282
1864	1029	2282
