iter	RMSE
1666	17509.5401
1667	17504.89332
1668	17501.73404
1669	17498.74183
1670	17495.30582
1671	17491.68476
1672	17488.70133
1673	17484.56651
1674	17481.76193
1675	17478.49751
1676	17473.70541
1677	17469.50934
1678	17463.37914
1679	17457.00718
1680	17451.81887
1681	17447.25992
1682	17443.74835
1683	17440.8238
1684	17433.82662
1685	17430.49841
1686	17426.6001
1687	17423.29672
1688	17418.243
1689	17414.84518
1690	17409.80388
1691	17407.07744
1692	17402.82368
1693	17399.78397
1694	17396.34364
1695	17392.75403
1696	17389.7935
1697	17385.99954
1698	17379.68207
1699	17374.86449
1700	17371.35529
1701	17366.7122
1702	17363.99807
1703	17359.95601
1704	17354.1019
1705	17352.24163
1706	17347.69998
1707	17344.48744
1708	17340.78904
1709	17335.58717
1710	17331.88497
1711	17327.22135
1712	17321.18884
1713	17316.97565
1714	17313.11921
1715	17306.48296
1716	17301.95992
1717	17299.46817
1718	17294.61531
1719	17292.34323
1720	17289.13368
1721	17286.43102
1722	17283.9678
1723	17279.63524
1724	17274.71522
1725	17270.51487
1726	17266.98943
1727	17262.16109
1728	17260.34661
1729	17255.72037
1730	17252.87488
1731	17249.86661
1732	17246.00635
1733	17243.25524
1734	17239.95116
1735	17234.40523
1736	17229.88393
1737	17227.052
1738	17224.19803
1739	17220.67024
1740	17217.30396
1741	17212.3284
1742	17208.23241
1743	17205.08385
1744	17199.33659
1745	17194.89194
1746	17192.80342
1747	17189.34977
1748	17186.10988
1749	17181.32661
1750	17179.26911
1751	17175.6382
1752	17172.92708
1753	17169.60665
1754	17165.40267
1755	17162.92993
1756	17160.92773
1757	17155.62264
1758	17150.75186
1759	17146.44338
1760	17143.68411
1761	17141.11401
1762	17135.90159
1763	17132.42187
1764	17129.31723
1765	17124.80877
1766	17120.52187
1767	17117.99359
1768	17115.74181
1769	17112.14523
1770	17108.16328
1771	17105.1569
1772	17103.06082
1773	17100.04383
1774	17096.20063
1775	17092.1912
1776	17086.07119
1777	17084.20031
1778	17080.09006
1779	17077.46117
1780	17073.27114
1781	17070.30789
1782	17066.3552
1783	17063.51145
1784	17061.12567
1785	17057.47472
1786	17051.39795
1787	17047.26419
1788	17044.29419
1789	17041.26973
1790	17036.66883
1791	17034.06657
1792	17031.24772
1793	17028.83026
1794	17023.32083
1795	17021.15419
1796	17016.52175
1797	17013.61868
1798	17010.17281
1799	17007.84451
1800	17003.7869
1801	17000.06207
1802	16995.47268
1803	16991.45605
1804	16989.36893
1805	16986.46421
1806	16982.45498
1807	16979.14031
1808	16974.40443
1809	16970.98357
1810	16967.02006
1811	16962.7722
1812	16959.69682
1813	16957.21262
1814	16953.318
1815	16949.29834
1816	16946.46103
1817	16941.96154
1818	16939.5412
1819	16936.32688
1820	16934.50381
1821	16932.28661
1822	16930.16214
1823	16927.23224
1824	16924.96951
1825	16921.6817
1826	16919.4679
1827	16916.288
1828	16912.78501
1829	16909.76625
1830	16907.41678
1831	16903.25945
1832	16900.58888
1833	16897.77014
1834	16895.39121
1835	16891.53448
1836	16888.68086
1837	16886.38805
1838	16884.0087
1839	16880.24213
1840	16875.68834
1841	16871.8282
1842	16866.66642
1843	16864.43426
1844	16861.30253
1845	16855.49251
1846	16852.95166
1847	16848.61653
1848	16846.4271
1849	16841.52734
1850	16838.09509
1851	16835.78827
1852	16832.78801
1853	16829.0201
1854	16825.79472
1855	16822.44252
1856	16820.19217
1857	16816.19521
1858	16814.18805
1859	16811.41361
1860	16807.62191
1861	16804.53307
1862	16802.25648
1863	16797.95687
1864	16794.21459
1865	16790.38677
1866	16787.90246
1867	16785.13418
1868	16782.54867
1869	16778.86679
1870	16776.24024
1871	16773.38672
1872	16770.04139
1873	16766.96828
1874	16762.89418
1875	16760.26566
1876	16756.5307
1877	16752.25693
1878	16748.02344
1879	16743.55543
1880	16740.87417
1881	16736.15292
1882	16733.75121
1883	16730.99847
1884	16728.88092
1885	16725.89205
1886	16721.45175
1887	16717.24908
1888	16713.63723
1889	16709.49057
1890	16707.20302
1891	16703.55559
1892	16698.50181
1893	16696.27368
1894	16691.57069
1895	16689.07782
1896	16685.6517
1897	16681.93067
1898	16679.62757
1899	16677.4162
1900	16674.83198
1901	16669.20075
1902	16667.00481
1903	16663.38585
1904	16661.19236
1905	16657.34166
1906	16653.62281
1907	16650.93569
1908	16648.84821
1909	16646.17999
1910	16641.5936
1911	16639.44242
1912	16637.12518
1913	16634.91555
1914	16630.80998
1915	16626.46581
1916	16624.35887
1917	16621.53964
1918	16619.60102
1919	16617.19798
1920	16614.28814
1921	16612.39621
1922	16609.34808
1923	16605.44983
1924	16602.80405
1925	16599.88963
1926	16593.99547
1927	16590.57337
1928	16586.80856
1929	16583.90084
1930	16581.80115
1931	16579.5309
1932	16576.6872
1933	16573.82769
1934	16570.8861
1935	16566.61059
1936	16564.56857
1937	16561.9137
1938	16559.17964
1939	16556.94119
1940	16554.53451
1941	16552.13527
1942	16549.22003
1943	16547.37917
1944	16543.13559
1945	16540.13112
1946	16536.13676
1947	16533.61729
1948	16529.12119
1949	16525.60868
1950	16522.92734
1951	16519.44414
1952	16517.49873
1953	16514.93293
1954	16512.99524
1955	16510.89603
1956	16508.98679
1957	16506.98112
1958	16503.61469
1959	16500.65995
1960	16498.68991
1961	16495.68225
1962	16492.79483
1963	16489.03574
1964	16485.03345
1965	16481.71681
1966	16478.05992
1967	16474.44139
1968	16472.53175
1969	16469.11643
1970	16466.38933
1971	16463.00187
1972	16460.19287
1973	16454.81366
1974	16452.53146
1975	16450.24339
1976	16448.07331
1977	16445.46826
1978	16442.13321
1979	16439.63979
1980	16436.33406
1981	16433.91248
1982	16431.39153
1983	16429.14797
1984	16426.90786
1985	16424.14494
1986	16421.69333
1987	16417.91744
1988	16415.90784
1989	16411.72202
1990	16406.41345
1991	16402.86164
1992	16401.11874
1993	16398.34278
1994	16396.15535
1995	16392.54474
1996	16390.5878
1997	16388.75008
1998	16385.42289
1999	16381.90069
2000	16379.97647
2001	16377.52679
2002	16375.10497
2003	16372.45878
2004	16368.5132
2005	16366.52932
2006	16364.81263
2007	16361.41939
2008	16358.54117
2009	16355.29607
2010	16353.07717
2011	16349.21955
2012	16345.20518
2013	16342.81583
2014	16338.78831
2015	16336.61495
2016	16333.07751
2017	16330.93279
2018	16328.5301
2019	16325.8539
2020	16321.87115
2021	16318.72052
2022	16316.34944
2023	16314.36873
2024	16311.58278
2025	16308.87577
2026	16306.69144
2027	16304.71251
2028	16301.54666
2029	16299.44615
2030	16297.16148
2031	16294.46565
2032	16291.17534
2033	16287.52643
2034	16283.35141
2035	16280.10111
2036	16277.94665
2037	16275.57203
2038	16273.48826
2039	16271.63689
2040	16268.41591
2041	16266.19115
2042	16263.30944
2043	16260.2932
2044	16257.98804
2045	16255.16342
2046	16251.7086
2047	16248.13113
2048	16246.20625
2049	16244.10691
2050	16241.78431
2051	16239.32708
2052	16236.23092
2053	16233.3468
2054	16229.54085
2055	16226.82615
2056	16223.24114
2057	16221.29192
2058	16218.90128
2059	16216.39619
2060	16213.78764
2061	16210.72128
2062	16208.6619
2063	16206.20658
2064	16204.34787
2065	16201.72764
2066	16200.3098
2067	16197.61365
2068	16195.93553
2069	16192.7172
2070	16190.06392
2071	16186.2972
2072	16184.46708
2073	16181.35367
2074	16178.8532
2075	16176.09388
2076	16174.01711
2077	16171.24096
2078	16168.77525
2079	16166.61882
2080	16161.61995
2081	16159.36346
2082	16157.27892
2083	16155.00829
2084	16151.2338
2085	16147.45858
2086	16144.54934
2087	16142.31967
2088	16138.96983
2089	16136.91167
2090	16134.5257
2091	16131.90794
2092	16129.55614
2093	16127.70078
2094	16125.30485
2095	16121.58819
2096	16119.2108
2097	16116.85678
2098	16114.94037
2099	16112.27964
2100	16109.95012
2101	16107.59807
2102	16104.94646
2103	16101.51756
2104	16100.07696
2105	16097.7557
2106	16094.51809
2107	16090.84839
2108	16088.68957
2109	16085.2955
2110	16082.3238
2111	16078.5128
2112	16075.76545
2113	16073.78488
2114	16071.10335
2115	16068.90282
2116	16065.99789
2117	16062.0221
2118	16058.59883
2119	16057.07557
2120	16055.01456
2121	16052.84133
2122	16050.55674
2123	16048.55261
2124	16045.8307
2125	16043.01312
2126	16040.46229
2127	16038.05221
2128	16035.72297
2129	16032.46047
2130	16029.56323
2131	16027.12505
2132	16023.12977
2133	16019.73759
2134	16017.63183
2135	16015.84698
2136	16012.94874
2137	16009.33932
2138	16007.15816
2139	16005.04292
2140	16002.43547
2141	15999.33749
2142	15996.49048
2143	15994.05427
2144	15991.23236
2145	15988.12666
2146	15986.50004
2147	15982.8583
2148	15979.53358
2149	15977.79427
2150	15975.5768
2151	15973.50042
2152	15971.2368
2153	15968.56593
2154	15966.35005
2155	15962.98547
2156	15960.93412
2157	15957.22798
2158	15955.27058
2159	15951.96577
2160	15949.50525
2161	15946.34516
2162	15944.54278
2163	15941.6893
2164	15938.94894
2165	15935.41193
2166	15932.98663
2167	15929.36278
2168	15925.406
2169	15923.14877
2170	15920.12277
2171	15917.86504
2172	15914.7285
2173	15911.43507
2174	15908.66935
2175	15906.96487
2176	15903.30998
2177	15900.70493
2178	15898.37971
2179	15896.47984
2180	15892.49985
2181	15890.60934
2182	15888.1382
2183	15885.26197
2184	15882.53952
2185	15879.74211
2186	15876.54062
2187	15872.99191
2188	15870.5558
2189	15867.34545
2190	15864.20671
2191	15861.21963
2192	15858.18155
2193	15855.82461
2194	15852.9953
2195	15850.10114
2196	15848.73648
2197	15846.96171
2198	15844.81807
2199	15841.19097
2200	15838.6698
2201	15836.304
2202	15833.66686
2203	15831.83377
2204	15828.66047
2205	15825.7061
2206	15823.02315
2207	15820.6592
2208	15817.86227
2209	15815.81086
2210	15812.24894
2211	15810.45721
2212	15808.38833
2213	15806.37554
2214	15801.16298
2215	15799.7902
2216	15798.16001
2217	15794.66643
2218	15792.43937
2219	15790.31478
2220	15787.91882
2221	15785.09411
2222	15779.9259
2223	15778.04564
2224	15774.43903
2225	15771.31813
2226	15768.51677
2227	15765.8904
2228	15763.21407
2229	15760.8592
2230	15758.10722
2231	15755.49239
2232	15751.99641
2233	15749.65139
2234	15747.49379
2235	15744.30213
2236	15741.3428
2237	15737.8362
2238	15735.50428
2239	15734.04158
2240	15730.55474
2241	15728.37189
2242	15725.82234
2243	15722.67494
2244	15721.29308
2245	15718.39557
2246	15713.81874
2247	15712.18641
2248	15709.61776
2249	15707.41206
2250	15703.76625
2251	15701.02324
2252	15698.69278
2253	15695.9854
2254	15693.24174
2255	15690.53877
2256	15688.78711
2257	15686.30936
2258	15684.20356
2259	15681.62173
2260	15679.56436
2261	15677.27542
2262	15675.32464
2263	15672.68525
2264	15670.65012
2265	15669.02267
2266	15666.33125
2267	15664.58964
2268	15661.69574
2269	15656.67871
2270	15654.75834
2271	15652.23967
2272	15650.88963
2273	15647.27415
2274	15644.72974
2275	15642.47824
2276	15641.04578
2277	15638.69063
2278	15635.98387
2279	15633.64851
2280	15630.36359
2281	15628.14624
2282	15626.45023
2283	15623.78014
2284	15621.24289
2285	15619.29888
2286	15617.42879
2287	15615.6652
2288	15612.24799
2289	15610.06377
2290	15607.83833
2291	15604.40218
2292	15602.7231
2293	15599.6523
2294	15596.926
2295	15594.99331
2296	15592.50309
2297	15590.33589
2298	15587.17214
2299	15585.28748
2300	15582.71096
2301	15580.46544
2302	15578.82277
2303	15576.35018
2304	15573.58491
2305	15570.65361
2306	15567.9492
2307	15566.04194
2308	15563.90166
2309	15562.49894
2310	15560.03899
2311	15557.91547
2312	15556.14715
2313	15552.93908
2314	15551.33328
2315	15549.49965
2316	15546.85495
2317	15543.97895
2318	15542.13662
2319	15540.13315
2320	15538.30728
2321	15536.33441
2322	15533.84287
2323	15531.97782
2324	15529.80842
2325	15528.11545
2326	15526.32446
2327	15524.89266
2328	15522.7829
2329	15521.08837
2330	15519.157
2331	15516.39115
2332	15514.52015
2333	15511.182
2334	15509.23068
2335	15505.51752
2336	15502.79409
2337	15499.95764
2338	15497.49048
2339	15495.97027
2340	15494.25429
2341	15492.31622
2342	15489.9247
2343	15488.65846
2344	15485.83724
2345	15483.2241
2346	15480.6138
2347	15475.70348
2348	15473.77544
2349	15470.77337
2350	15467.54211
2351	15464.43222
2352	15462.31832
2353	15460.04305
2354	15458.43201
2355	15456.33659
2356	15453.12273
2357	15451.46974
2358	15449.01017
2359	15445.9912
2360	15443.30912
2361	15440.35564
2362	15435.47548
2363	15433.82005
2364	15431.14382
2365	15429.05193
2366	15426.61954
2367	15425.19392
2368	15423.64488
2369	15420.45652
2370	15418.39524
2371	15413.58995
2372	15411.39125
2373	15409.28811
2374	15407.22359
2375	15405.04638
2376	15402.3062
2377	15398.99997
2378	15395.41078
2379	15393.36153
2380	15391.33222
2381	15389.02493
2382	15386.64302
2383	15384.50118
2384	15379.74196
2385	15376.7809
2386	15374.10658
2387	15371.19686
2388	15368.43501
2389	15366.2777
2390	15363.09188
2391	15359.93446
2392	15357.65612
2393	15355.26406
2394	15354.01957
2395	15351.97533
2396	15350.34556
2397	15347.91842
2398	15345.1135
2399	15341.50812
2400	15338.03381
2401	15334.86763
2402	15333.32526
2403	15331.19243
2404	15329.20231
2405	15325.961
2406	15324.24919
2407	15321.17898
2408	15319.4799
2409	15317.36657
2410	15312.70986
2411	15311.60084
2412	15310.18511
2413	15307.103
2414	15304.76025
2415	15301.33847
2416	15298.13323
2417	15295.81421
2418	15291.51759
2419	15289.42652
2420	15286.96095
2421	15285.51863
2422	15284.08441
2423	15280.92302
2424	15276.64878
2425	15274.12187
2426	15271.26972
2427	15268.70945
2428	15265.15893
2429	15262.69685
2430	15259.56546
2431	15256.69607
2432	15254.05368
2433	15252.59727
2434	15249.77252
2435	15247.68346
2436	15245.51944
2437	15244.30236
2438	15240.15412
2439	15238.16905
2440	15235.07162
2441	15233.13187
2442	15230.27214
2443	15227.7173
2444	15225.2872
2445	15223.23455
2446	15221.2172
2447	15219.58911
2448	15217.55336
2449	15216.20898
2450	15214.8741
2451	15211.81108
2452	15209.36721
2453	15206.8498
2454	15204.46452
2455	15202.44247
2456	15200.84191
2457	15198.6763
2458	15196.0462
2459	15193.01264
2460	15189.40268
2461	15186.91902
2462	15184.12485
2463	15180.75909
2464	15178.40958
2465	15175.59507
2466	15172.58925
2467	15168.78253
2468	15166.17758
2469	15163.10213
2470	15160.84045
2471	15158.26034
2472	15155.68957
2473	15151.17482
2474	15149.05696
2475	15147.95141
2476	15144.98872
2477	15143.22421
2478	15141.59339
2479	15139.14367
2480	15135.35312
2481	15131.35918
2482	15128.923
2483	15127.12248
2484	15123.79419
2485	15120.42559
2486	15118.33371
2487	15115.33191
2488	15113.70594
2489	15111.30145
2490	15107.75727
2491	15105.79069
2492	15103.32909
2493	15102.05173
2494	15099.492
2495	15097.62503
2496	15094.94427
2497	15093.33227
2498	15090.12454
2499	15087.10333
2500	15085.22967
2501	15083.68285
2502	15081.40581
2503	15079.04724
2504	15076.31179
2505	15073.51934
2506	15070.80753
2507	15067.86286
2508	15065.09428
2509	15063.19649
2510	15060.94324
2511	15059.0994
2512	15056.88052
2513	15055.06982
2514	15052.84738
2515	15050.86386
2516	15049.19068
2517	15048.01801
2518	15044.00354
2519	15041.36806
2520	15037.50405
2521	15035.28107
2522	15033.39528
2523	15031.50265
2524	15026.47976
2525	15024.08272
2526	15022.09605
2527	15020.32859
2528	15018.49472
2529	15015.82363
2530	15014.35007
2531	15011.8323
2532	15009.76783
2533	15007.32941
2534	15004.58249
2535	15002.88883
2536	15001.52301
2537	14998.54613
2538	14995.61911
2539	14994.10382
2540	14991.83357
2541	14990.34201
2542	14986.35342
2543	14983.87827
2544	14982.03828
2545	14980.59475
2546	14978.7215
2547	14976.82476
2548	14972.88655
2549	14970.53153
2550	14969.04283
2551	14965.61286
2552	14962.72411
2553	14959.32591
2554	14955.58472
2555	14953.1288
2556	14951.28075
2557	14949.33238
2558	14945.48189
2559	14943.74324
2560	14941.24645
2561	14937.25301
2562	14935.69656
2563	14934.16242
2564	14931.66689
2565	14930.20164
2566	14926.33097
2567	14924.20698
2568	14922.89224
2569	14921.44471
2570	14918.09916
2571	14916.25045
2572	14915.06183
2573	14912.75478
2574	14908.80649
2575	14904.45192
2576	14901.29647
2577	14899.44168
2578	14897.24075
2579	14894.60853
2580	14892.7956
2581	14889.42918
2582	14886.94649
2583	14885.4164
2584	14883.07257
2585	14881.64119
2586	14879.76687
2587	14878.37571
2588	14873.64292
2589	14871.82712
2590	14869.61633
2591	14867.80328
2592	14865.6289
2593	14862.99937
2594	14860.47359
2595	14858.68546
2596	14856.96051
2597	14853.66991
2598	14851.43816
2599	14848.80026
2600	14847.48769
2601	14845.27599
2602	14842.92033
2603	14840.67796
2604	14839.37562
2605	14838.08328
2606	14835.29116
2607	14833.59792
2608	14832.83502
2609	14831.89327
2610	14829.33215
2611	14827.67605
2612	14826.03194
2613	14823.71957
2614	14821.19806
2615	14818.32203
2616	14816.63214
2617	14813.13814
2618	14810.85671
2619	14808.29611
2620	14806.53529
2621	14804.3176
2622	14800.64824
2623	14797.81224
2624	14795.68012
2625	14793.39028
2626	14791.1527
2627	14788.84948
2628	14787.22629
2629	14784.38578
2630	14782.65583
2631	14780.19714
2632	14777.85348
2633	14775.38854
2634	14772.20772
2635	14771.14796
2636	14766.8931
2637	14764.77629
2638	14763.66027
2639	14760.43248
2640	14758.27846
2641	14755.17375
2642	14753.62715
2643	14749.65186
2644	14747.73455
2645	14745.54712
2646	14744.47174
2647	14740.26578
2648	14736.06193
2649	14735.05054
2650	14733.39583
2651	14732.04623
2652	14730.70681
2653	14727.73506
2654	14725.12621
2655	14721.43204
2656	14718.18127
2657	14713.89482
2658	14711.80861
2659	14710.81126
2660	14708.11826
2661	14705.93811
2662	14702.15871
2663	14699.62164
2664	14695.50061
2665	14693.3795
2666	14691.68652
2667	14689.1794
2668	14686.65381
2669	14683.89389
2670	14681.2201
2671	14679.8433
2672	14678.64211
2673	14675.67777
2674	14673.2304
2675	14669.1742
2676	14666.66778
2677	14664.29809
2678	14661.86732
2679	14659.39724
2680	14658.6213
2681	14656.21225
2682	14653.72678
2683	14652.23262
2684	14650.4939
2685	14649.70647
2686	14648.04754
2687	14646.04333
2688	14644.73569
2689	14642.06788
2690	14640.45391
2691	14638.67371
2692	14637.49529
2693	14634.93872
2694	14633.85284
2695	14630.2906
2696	14627.72668
2697	14626.19858
2698	14623.84207
2699	14622.17492
2700	14618.8537
2701	14616.47037
2702	14614.15791
2703	14610.83728
2704	14607.96669
2705	14606.135
2706	14604.48961
2707	14603.07824
2708	14602.00233
2709	14600.41571
2710	14599.65861
2711	14597.39921
2712	14595.54095
2713	14593.16053
2714	14591.14508
2715	14587.13431
2716	14584.84811
2717	14581.3267
2718	14578.90606
2719	14575.94284
2720	14573.54389
2721	14570.74859
2722	14567.65019
2723	14566.49034
2724	14565.47433
2725	14563.46169
2726	14559.80367
2727	14558.35639
2728	14555.93646
2729	14553.67234
2730	14551.32833
2731	14549.03583
2732	14547.76643
2733	14546.01872
2734	14544.18567
2735	14541.83396
2736	14539.43772
2737	14538.37395
2738	14536.75251
2739	14535.50229
2740	14534.1863
2741	14531.83561
2742	14530.7934
2743	14527.321
2744	14525.65969
2745	14524.00882
2746	14521.36868
2747	14519.73228
2748	14518.41255
2749	14516.05947
2750	14514.46791
2751	14512.75733
2752	14510.5144
2753	14508.43952
2754	14506.74466
2755	14504.57501
2756	14502.72477
2757	14500.34463
2758	14498.00347
2759	14496.03904
2760	14494.39207
2761	14493.40466
2762	14491.04243
2763	14488.54142
2764	14486.84795
2765	14484.71306
2766	14481.91461
2767	14480.3083
2768	14478.70129
2769	14476.85099
2770	14475.70558
2771	14473.28434
2772	14470.87747
2773	14469.83193
2774	14467.43273
2775	14465.91427
2776	14464.68974
2777	14462.57936
2778	14460.77451
2779	14459.37207
2780	14456.84494
2781	14455.31453
2782	14454.10071
2783	14451.66889
2784	14449.62806
2785	14446.58815
2786	14444.61248
2787	14440.55681
2788	14438.19684
2789	14437.16093
2790	14435.37356
2791	14433.89102
2792	14431.54582
2793	14428.65596
2794	14425.77358
2795	14423.77433
2796	14422.92996
2797	14421.30584
2798	14418.89124
2799	14418.15781
2800	14416.28539
2801	14414.28595
2802	14410.92523
2803	14408.69278
2804	14406.43795
2805	14403.25994
2806	14401.28968
2807	14400.45209
2808	14398.86819
2809	14396.8483
2810	14394.35562
2811	14393.34389
2812	14391.11083
2813	14388.11783
2814	14385.7665
2815	14384.65271
2816	14383.09427
2817	14380.94807
2818	14379.47029
2819	14377.49422
2820	14375.33446
2821	14372.25358
2822	14370.97428
2823	14369.05774
2824	14367.07591
2825	14364.83278
2826	14362.54486
2827	14360.18967
2828	14358.12755
2829	14356.2516
2830	14353.79429
2831	14352.53865
2832	14350.24366
2833	14347.3026
2834	14344.73389
2835	14343.16772
2836	14340.74229
2837	14338.69804
2838	14337.52439
2839	14336.52403
2840	14334.35326
2841	14332.4608
2842	14331.30034
2843	14328.93677
2844	14327.45084
2845	14325.37404
2846	14323.17371
2847	14320.66419
2848	14318.17827
2849	14316.22206
2850	14315.33373
2851	14311.94018
2852	14309.26994
2853	14308.05444
2854	14305.93191
2855	14303.66184
2856	14301.09454
2857	14299.14061
2858	14298.30957
2859	14295.8164
2860	14294.46835
2861	14292.02569
2862	14289.67041
2863	14287.20173
2864	14286.39138
2865	14282.5476
2866	14280.61956
2867	14278.23188
2868	14275.92481
2869	14272.65062
2870	14270.73887
2871	14269.5373
2872	14268.46898
2873	14266.92609
2874	14265.49637
2875	14263.0436
2876	14262.42824
2877	14260.27158
2878	14257.98378
2879	14257.12084
2880	14255.58454
2881	14253.18725
2882	14249.35747
2883	14245.78078
2884	14242.97611
2885	14240.66811
2886	14237.44805
2887	14235.87703
2888	14232.2174
2889	14229.98362
2890	14229.05916
2891	14226.27159
2892	14224.07569
2893	14221.61093
2894	14218.31116
2895	14216.79403
2896	14215.22449
2897	14214.25804
2898	14212.0816
2899	14210.95405
2900	14208.74303
2901	14205.95576
2902	14204.68906
2903	14200.79891
2904	14198.58381
2905	14197.32329
2906	14194.89433
2907	14193.72712
2908	14192.88258
2909	14191.60927
2910	14189.45101
2911	14187.96593
2912	14187.35084
2913	14184.68119
2914	14182.54878
2915	14179.78831
2916	14178.95892
2917	14177.54646
2918	14175.84096
2919	14172.05393
2920	14169.31138
2921	14167.3073
2922	14164.98386
2923	14163.72948
2924	14161.40678
2925	14159.44462
2926	14157.14136
2927	14153.61898
2928	14151.29961
2929	14149.18051
2930	14146.31957
2931	14144.30667
2932	14142.23319
2933	14140.52054
2934	14138.79003
2935	14137.08783
2936	14134.24958
2937	14132.32666
2938	14130.80111
2939	14128.62237
2940	14124.84436
2941	14122.59941
2942	14121.88783
2943	14119.44007
2944	14117.15122
2945	14115.10643
2946	14113.76281
2947	14111.62098
2948	14108.22262
2949	14106.26503
2950	14104.14169
2951	14102.27169
2952	14099.08785
2953	14097.13567
2954	14095.68744
2955	14093.92437
2956	14091.66936
2957	14089.71764
2958	14086.96373
2959	14083.33394
2960	14081.67188
2961	14078.87161
2962	14077.58188
2963	14075.93748
2964	14074.51218
2965	14072.73817
2966	14070.65362
2967	14068.81281
2968	14066.42874
2969	14065.77
2970	14064.34167
2971	14061.22748
2972	14058.758
2973	14057.37673
2974	14055.77621
2975	14052.35599
2976	14049.16631
2977	14047.07164
2978	14045.3833
2979	14042.53833
2980	14040.49362
2981	14039.73601
2982	14037.18601
2983	14035.04954
2984	14031.82567
2985	14030.04969
2986	14028.17888
2987	14026.73993
2988	14024.27842
2989	14022.91598
2990	14019.31627
2991	14016.78715
2992	14014.62104
2993	14012.80471
2994	14010.89908
2995	14008.79789
2996	14006.71338
2997	14004.81197
2998	14002.75622
2999	14001.70279
3000	13998.94575
3001	13996.74146
3002	13994.43416
3003	13993.19877
3004	13992.15922
3005	13990.85336
3006	13988.66513
3007	13985.93619
3008	13983.75201
3009	13981.71572
3010	13979.21518
3011	13977.19097
3012	13976.08161
3013	13972.62998
3014	13970.61278
3015	13967.53528
3016	13965.59062
3017	13963.39138
3018	13962.46953
3019	13960.42815
3020	13958.55515
3021	13957.39424
3022	13955.3604
3023	13953.48383
3024	13951.8065
3025	13949.87145
3026	13948.51089
3027	13946.87323
3028	13945.96601
3029	13944.69958
3030	13942.68006
3031	13939.64671
3032	13938.50499
3033	13936.38284
3034	13933.89271
3035	13930.56267
3036	13928.33654
3037	13926.10985
3038	13924.05937
3039	13921.7928
3040	13921.07347
3041	13919.92966
3042	13918.69295
3043	13916.69013
3044	13915.3599
3045	13912.05322
3046	13910.14679
3047	13908.16383
3048	13906.14865
3049	13904.49845
3050	13903.30559
3051	13901.30939
3052	13899.3285
3053	13897.31577
3054	13894.21804
3055	13892.83805
3056	13890.70578
3057	13889.26885
3058	13886.34698
3059	13885.40745
3060	13883.07844
3061	13880.86314
3062	13879.84684
3063	13879.06354
3064	13876.79016
3065	13875.60493
3066	13872.45451
3067	13871.31648
3068	13869.21708
3069	13867.76533
3070	13865.65589
3071	13864.15666
3072	13861.74817
3073	13860.11905
3074	13858.9675
3075	13857.48422
3076	13855.5292
3077	13853.58782
3078	13851.58791
3079	13849.75
3080	13846.32581
3081	13842.64584
3082	13841.28467
3083	13839.19863
3084	13837.28273
3085	13836.29469
3086	13834.96312
3087	13833.59126
3088	13831.68868
3089	13830.52793
3090	13828.3585
3091	13826.59402
3092	13825.87454
3093	13823.57155
3094	13821.66488
3095	13820.4177
3096	13818.24141
3097	13817.10953
3098	13815.3897
3099	13813.97838
3100	13812.35574
3101	13810.5213
3102	13808.64071
3103	13806.57112
3104	13804.42411
3105	13802.51154
3106	13801.75136
3107	13800.77964
3108	13798.57831
3109	13797.10737
3110	13795.58298
3111	13794.2258
3112	13793.56425
3113	13791.62929
3114	13789.40425
3115	13786.67456
3116	13784.74492
3117	13781.40933
3118	13779.46473
3119	13777.54011
3120	13775.57434
3121	13774.8206
3122	13772.75321
3123	13771.39537
3124	13769.09249
3125	13767.10578
3126	13765.50433
3127	13763.23562
3128	13761.04653
3129	13758.82877
3130	13757.93691
3131	13756.12645
3132	13753.91921
3133	13751.06174
3134	13749.09145
3135	13747.60861
3136	13745.59911
3137	13743.49481
3138	13741.50059
3139	13740.33168
3140	13738.64319
3141	13737.50496
3142	13736.2546
3143	13733.95179
3144	13731.68523
3145	13730.31553
3146	13728.44402
3147	13726.30743
3148	13723.43121
3149	13720.56167
3150	13717.49327
3151	13716.28853
3152	13714.50023
3153	13712.49183
3154	13710.54104
3155	13708.21084
3156	13706.11649
3157	13703.93123
3158	13701.81333
3159	13700.24856
3160	13697.68854
3161	13696.99637
3162	13695.04807
3163	13693.6873
3164	13691.79889
3165	13689.98445
3166	13687.76179
3167	13686.21848
3168	13684.25672
3169	13683.19353
3170	13681.86268
3171	13679.83532
3172	13677.54388
3173	13676.83334
3174	13674.22103
3175	13671.86484
3176	13670.29048
3177	13667.33337
3178	13665.52701
3179	13663.27286
3180	13659.9431
3181	13659.21923
3182	13655.87948
3183	13654.12529
3184	13653.05454
3185	13651.1086
3186	13648.94682
3187	13646.02185
3188	13644.08983
3189	13642.49035
3190	13640.75608
3191	13639.62684
3192	13638.58345
3193	13636.2644
3194	13635.34432
3195	13632.81596
3196	13631.30488
3197	13629.08499
3198	13625.78302
3199	13623.86048
3200	13623.00771
3201	13620.48309
3202	13618.45807
3203	13616.73287
3204	13614.59554
3205	13612.47687
3206	13611.76101
3207	13609.91254
3208	13607.57934
3209	13606.90768
3210	13604.77773
3211	13602.49352
3212	13599.74953
3213	13596.68846
3214	13594.22089
3215	13592.69099
3216	13590.5126
3217	13588.47071
3218	13585.90704
3219	13584.5591
3220	13583.44941
3221	13580.42241
