iter	RMSE
300	37878.34416
301	37812.22841
302	37747.26904
303	37688.98476
304	37619.99698
305	37548.73377
306	37485.17865
307	37424.7171
308	37360.00946
309	37297.01313
310	37238.29655
311	37169.82721
312	37113.98451
313	37055.1843
314	36993.78702
315	36934.945
316	36875.80297
317	36810.99409
318	36749.03935
319	36689.96567
320	36627.62981
321	36573.21071
322	36513.65144
323	36457.6396
324	36398.02955
325	36343.09355
326	36286.91791
327	36230.10107
328	36172.84126
329	36114.16809
330	36047.97037
331	35995.13905
332	35938.44699
333	35880.29295
334	35827.63799
335	35758.75831
336	35695.85824
337	35634.13413
338	35575.21176
339	35523.26232
340	35463.2596
341	35408.86735
342	35337.43464
343	35275.19407
344	35222.39467
345	35172.41749
346	35114.29244
347	35066.14559
348	35011.55292
349	34955.90088
350	34901.90793
351	34856.03035
352	34808.69083
353	34752.73743
354	34701.02779
355	34649.41967
356	34595.22041
357	34533.88515
358	34485.81632
359	34439.64922
360	34386.13456
361	34334.66927
362	34297.01177
363	34253.18695
364	34203.77489
365	34156.75667
366	34111.8231
367	34067.11947
368	34022.34545
369	33970.30166
370	33922.40419
371	33867.97365
372	33811.90923
373	33759.93855
374	33709.47801
375	33666.01025
376	33608.98968
377	33556.2622
378	33499.6793
379	33457.47789
380	33416.94018
381	33372.60106
382	33330.98341
383	33284.29147
384	33239.37162
385	33195.89556
386	33156.5419
387	33111.07927
388	33059.62282
389	33016.05462
390	32962.11498
391	32913.12982
392	32880.26327
393	32838.35277
394	32787.44346
395	32734.94757
396	32688.1168
397	32643.35044
398	32599.18414
399	32560.39414
400	32515.62452
401	32464.57743
402	32428.2139
403	32373.88853
404	32323.22645
405	32282.91366
406	32242.51246
407	32198.93592
408	32158.07016
409	32114.14963
410	32071.44289
411	32030.7281
412	31986.94552
413	31950.71627
414	31917.75392
415	31877.69838
416	31835.38182
417	31782.35875
418	31743.25266
419	31708.93127
420	31665.33381
421	31626.99211
422	31590.86804
423	31561.9159
424	31528.48221
425	31494.40613
426	31464.79145
427	31428.49941
428	31379.06242
429	31341.31156
430	31301.33277
431	31266.47467
432	31230.93686
433	31188.51824
434	31153.14282
435	31118.27261
436	31072.34487
437	31026.54114
438	30987.35597
439	30953.64964
440	30929.92911
441	30896.18998
442	30859.84992
443	30825.16135
444	30797.97282
445	30756.887
446	30729.75065
447	30693.46267
448	30659.52442
449	30622.09734
450	30585.97426
451	30548.34004
452	30517.90637
453	30479.20094
454	30439.31815
455	30409.28021
456	30364.62244
457	30336.54308
458	30305.96639
459	30270.47672
460	30226.52781
461	30197.02285
462	30162.45372
463	30129.59736
464	30093.72992
465	30063.3267
466	30027.25188
467	30004.30932
468	29973.78452
469	29944.52555
470	29912.91452
471	29883.45449
472	29846.84868
473	29815.27855
474	29776.74024
475	29741.87686
476	29716.9226
477	29686.45495
478	29647.13742
479	29617.70685
480	29573.68728
481	29535.85314
482	29498.67577
483	29459.09847
484	29429.30435
485	29399.28406
486	29374.12786
487	29340.95763
488	29316.5853
489	29282.83139
490	29253.92444
491	29226.18905
492	29196.67456
493	29170.87242
494	29144.67705
495	29104.94442
496	29072.40406
497	29049.70898
498	29018.46783
499	28978.22492
500	28944.79404
501	28921.98907
502	28896.88342
503	28870.71761
504	28841.15421
505	28807.66021
506	28772.9969
507	28742.91698
508	28706.15425
509	28678.94709
510	28655.28864
511	28620.55057
512	28580.83979
513	28541.40245
514	28521.62259
515	28486.30139
516	28454.65969
517	28433.39236
518	28405.81419
519	28373.2762
520	28340.98045
521	28310.90657
522	28277.66884
523	28249.72402
524	28228.81918
525	28204.42506
526	28183.25139
527	28156.81981
528	28128.23188
529	28105.20948
530	28067.76961
531	28029.12305
532	28007.13805
533	27972.05987
534	27939.20747
535	27917.32938
536	27886.56593
537	27855.39213
538	27828.47961
539	27804.97617
540	27782.57212
541	27752.82854
542	27729.53724
543	27703.32377
544	27676.43807
545	27642.91409
546	27617.02871
547	27594.9144
548	27568.29669
549	27537.94392
550	27509.43967
551	27488.93992
552	27465.16224
553	27435.97058
554	27417.2399
555	27393.17042
556	27372.57345
557	27348.67718
558	27316.83571
559	27293.16656
560	27269.17125
561	27240.34384
562	27221.03433
563	27188.29528
564	27167.26695
565	27149.2687
566	27130.84979
567	27114.46808
568	27094.81578
569	27072.55295
570	27047.5592
571	27019.74575
572	26989.295
573	26970.76698
574	26942.24693
575	26920.49885
576	26895.69276
577	26867.13479
578	26843.14186
579	26826.8192
580	26807.3457
581	26788.83965
582	26760.01685
583	26744.69604
584	26723.07793
585	26705.8655
586	26683.52583
587	26660.07744
588	26635.1358
589	26617.17651
590	26594.54749
591	26568.29327
592	26539.53248
593	26514.00907
594	26493.07969
595	26469.87034
596	26446.72353
597	26430.23196
598	26406.14452
599	26382.61446
600	26357.91141
601	26339.80928
602	26322.90096
603	26301.67415
604	26281.03773
605	26258.37189
606	26228.82185
607	26205.37852
608	26180.53704
609	26163.66047
610	26143.86911
611	26113.89828
612	26088.42446
613	26058.75826
614	26038.09185
615	26012.07959
616	25989.99509
617	25968.41419
618	25950.83305
619	25927.46632
620	25910.54699
621	25884.44079
622	25857.75892
623	25844.92195
624	25820.74318
625	25797.26031
626	25781.31188
627	25765.90702
628	25749.6436
629	25733.53469
630	25713.51552
631	25690.31042
632	25673.6765
633	25656.88238
634	25639.80712
635	25617.04503
636	25593.85459
637	25572.10261
638	25558.64068
639	25541.56493
640	25523.47227
641	25497.16014
642	25477.11408
643	25458.07418
644	25444.50374
645	25426.9091
646	25410.40273
647	25392.31507
648	25374.93231
649	25349.25381
650	25334.9722
651	25309.8291
652	25287.47047
653	25270.05147
654	25253.37185
655	25229.28809
656	25208.07448
657	25189.88386
658	25179.29736
659	25164.34318
660	25148.15103
661	25131.5773
662	25114.50535
663	25100.58751
664	25086.52405
665	25066.15211
666	25052.45135
667	25035.64884
668	25014.53921
669	24996.73145
670	24979.91357
671	24967.60846
672	24955.5874
673	24943.27827
674	24927.61259
675	24913.72605
676	24890.82621
677	24868.35251
678	24850.46584
679	24836.59292
680	24813.34358
681	24793.4586
682	24784.38893
683	24766.67994
684	24751.03774
685	24736.43887
686	24712.38096
687	24699.12735
688	24677.85185
689	24664.01812
690	24652.06712
691	24636.93212
692	24626.24037
693	24607.23843
694	24584.62711
695	24568.78649
696	24556.76828
697	24533.89851
698	24517.02878
699	24498.72828
700	24480.99353
701	24464.96473
702	24450.03605
703	24429.05199
704	24413.37421
705	24399.47342
706	24385.27344
707	24370.37337
708	24356.93342
709	24340.11067
710	24320.30855
711	24308.84952
712	24291.13452
713	24283.8368
714	24272.48657
715	24256.61424
716	24241.46072
717	24225.87574
718	24209.37726
719	24197.18627
720	24181.03055
721	24164.04486
722	24152.87171
723	24139.20403
724	24128.20659
725	24116.19815
726	24106.9726
727	24089.61571
728	24070.86282
729	24057.24975
730	24041.42324
731	24034.26306
732	24020.11125
733	24001.59588
734	23987.51146
735	23968.7873
736	23955.41983
737	23939.07696
738	23928.34098
739	23914.25974
740	23902.61804
741	23885.74226
742	23870.10965
743	23858.07381
744	23847.85456
745	23834.2903
746	23815.1754
747	23798.44124
748	23783.17574
749	23774.23315
750	23755.93905
751	23745.8329
752	23732.18811
753	23713.05581
754	23702.48144
755	23688.49431
756	23677.59464
757	23667.42969
758	23658.35268
759	23640.94725
760	23631.89706
761	23618.45172
762	23606.77135
763	23592.48447
764	23582.26956
765	23571.64912
766	23556.85878
767	23543.88219
768	23526.10913
769	23512.80613
770	23502.75119
771	23492.78487
772	23481.90326
773	23463.27863
774	23450.86169
775	23435.61888
776	23425.82989
777	23408.64415
778	23397.14296
779	23385.96637
780	23373.69392
781	23363.82451
782	23353.55198
783	23342.53498
784	23332.04651
785	23317.01559
786	23305.43323
787	23290.93594
788	23281.98232
789	23270.76853
790	23254.95686
791	23239.91279
792	23226.65275
793	23209.28095
794	23196.95659
795	23179.60084
796	23168.56108
797	23153.86937
798	23145.61996
799	23132.46205
800	23123.86744
801	23114.59811
802	23105.59896
803	23093.15005
804	23083.60962
805	23067.9863
806	23053.56423
807	23043.14186
808	23036.04619
809	23025.35448
810	23007.8405
811	22995.62639
812	22981.25803
813	22969.42177
814	22959.03578
815	22945.90593
816	22934.11995
817	22925.76086
818	22912.106
819	22898.23384
820	22887.10074
821	22878.39733
822	22868.55657
823	22858.67777
824	22844.3865
825	22830.91616
826	22823.71127
827	22814.05178
828	22801.63418
829	22785.46992
830	22769.59957
831	22761.35626
832	22747.93295
833	22734.71887
834	22721.38821
835	22709.46356
836	22695.7859
837	22685.50598
838	22674.31488
839	22663.77232
840	22655.50661
841	22641.93696
842	22628.71231
843	22617.75529
844	22609.26721
845	22598.31555
846	22590.00143
847	22574.72496
848	22561.02041
849	22549.7516
850	22536.73264
851	22521.6306
852	22506.39328
853	22497.54383
854	22487.71735
855	22478.01347
856	22461.30749
857	22448.79315
858	22439.32151
859	22431.64288
860	22421.58841
861	22410.43199
862	22402.56433
863	22393.53604
864	22385.69917
865	22374.44456
866	22366.41936
867	22354.12458
868	22340.61141
869	22325.87265
870	22310.8788
871	22299.73681
872	22291.40376
873	22284.69875
874	22276.14291
875	22269.12767
876	22255.14968
877	22246.17417
878	22234.7615
879	22220.96625
880	22208.21134
881	22197.63938
882	22187.39465
883	22177.64711
884	22162.79909
885	22149.58106
886	22142.31699
887	22131.51025
888	22121.30533
889	22112.78992
890	22106.70216
891	22093.78096
892	22085.57667
893	22074.53278
894	22067.65491
895	22058.25202
896	22047.62882
897	22034.91885
898	22028.27024
899	22020.41046
900	22006.89553
901	21998.73834
902	21985.78462
903	21978.47512
904	21971.06461
905	21958.96424
906	21952.26273
907	21945.97111
908	21937.79978
909	21925.95941
910	21919.56772
911	21910.36362
912	21904.63248
913	21896.68866
914	21890.15777
915	21882.86442
916	21875.59737
917	21864.55048
918	21858.08699
919	21848.64949
920	21839.57144
921	21831.30151
922	21823.87335
923	21814.19256
924	21807.9112
925	21801.00707
926	21783.72109
927	21776.21146
928	21764.754
929	21754.6262
930	21745.06499
931	21735.7701
932	21724.60746
933	21714.8302
934	21709.02934
935	21700.98031
936	21694.75692
937	21683.35002
938	21677.86464
939	21670.50726
940	21659.1653
941	21653.37203
942	21647.09589
943	21639.5281
944	21633.03387
945	21627.00266
946	21614.25621
947	21607.34723
948	21595.9403
949	21586.78258
950	21577.59779
951	21566.92653
952	21557.3839
953	21549.75425
954	21541.93359
955	21536.16542
956	21529.48457
957	21520.33168
958	21512.2615
959	21505.20634
960	21497.03229
961	21488.43895
962	21479.0241
963	21469.90218
964	21461.0511
965	21451.89552
966	21439.0858
967	21431.08067
968	21423.08966
969	21415.47263
970	21409.56733
971	21399.25134
972	21392.89858
973	21382.50377
974	21375.56815
975	21369.24091
976	21362.2166
977	21355.66088
978	21347.31823
979	21339.73506
980	21330.32102
981	21323.19461
982	21312.17891
983	21301.52494
984	21295.19407
985	21288.34682
986	21277.48026
987	21271.06656
988	21264.08575
989	21259.1637
990	21253.08738
991	21242.96809
992	21234.63311
993	21224.10495
994	21217.64461
995	21207.37389
996	21201.21122
997	21195.82721
998	21189.65482
999	21182.1285
1000	21173.06367
1001	21161.71888
1002	21153.17895
1003	21146.02465
1004	21140.64439
1005	21131.01479
1006	21123.57494
1007	21117.87038
1008	21112.0378
1009	21101.52492
1010	21090.68944
1011	21083.58686
1012	21073.77863
1013	21063.44839
1014	21056.76448
1015	21049.76109
1016	21038.22112
1017	21033.17327
1018	21024.71599
1019	21019.99169
1020	21009.15646
1021	21000.76417
1022	20994.63466
1023	20985.5601
1024	20981.91856
1025	20977.26621
1026	20971.75561
1027	20965.9929
1028	20958.3988
1029	20947.436
1030	20941.33559
1031	20933.1017
1032	20925.08095
1033	20917.1829
1034	20912.23188
1035	20905.79686
1036	20897.64969
1037	20887.60729
1038	20881.53634
1039	20873.15461
1040	20867.00072
1041	20860.72831
1042	20854.35433
1043	20849.36355
1044	20843.45907
1045	20833.50813
1046	20824.77418
1047	20819.48723
1048	20814.07756
1049	20806.15523
1050	20801.53214
1051	20794.12254
1052	20787.74425
1053	20778.753
1054	20768.80956
1055	20762.44729
1056	20754.65113
1057	20745.62555
1058	20740.5824
1059	20734.36513
1060	20725.63814
1061	20720.44776
1062	20712.01278
1063	20708.53554
1064	20700.56596
1065	20696.2245
1066	20692.39237
1067	20685.27218
1068	20677.76866
1069	20666.77905
1070	20660.64237
1071	20654.8782
1072	20649.79829
1073	20645.65295
1074	20640.43699
1075	20632.45218
1076	20622.8911
1077	20617.54402
1078	20613.04318
1079	20606.99882
1080	20599.77688
1081	20592.98733
1082	20585.3279
1083	20574.00066
1084	20565.25411
1085	20559.71119
1086	20552.54298
1087	20541.20882
1088	20537.1544
1089	20532.50211
1090	20527.12398
1091	20518.97057
1092	20513.83255
1093	20506.83803
1094	20499.8883
1095	20496.7142
1096	20491.90636
1097	20487.26568
1098	20477.61033
1099	20469.92041
1100	20463.31352
1101	20452.10083
1102	20443.73466
1103	20439.32498
1104	20432.34788
1105	20424.79348
1106	20418.84044
1107	20410.35719
1108	20404.25339
1109	20399.86705
1110	20395.95654
1111	20389.74741
1112	20384.28427
1113	20376.55891
1114	20370.0716
1115	20365.5406
1116	20358.67522
1117	20348.51334
1118	20344.41782
1119	20338.56899
1120	20330.16732
1121	20321.24482
1122	20310.50544
1123	20305.58788
1124	20298.07899
1125	20290.38738
1126	20278.8945
1127	20272.84692
1128	20261.36406
1129	20255.17715
1130	20251.29672
1131	20245.32626
1132	20241.584
1133	20235.88645
1134	20232.64525
1135	20226.14651
1136	20219.51776
1137	20212.58796
1138	20206.73591
1139	20199.54573
1140	20194.63082
1141	20190.72905
1142	20181.2216
1143	20173.75698
1144	20167.46639
1145	20161.54707
1146	20155.87776
1147	20146.33826
1148	20139.91561
1149	20134.34039
1150	20131.48397
1151	20126.5789
1152	20120.01961
1153	20113.44614
1154	20108.12915
1155	20099.65851
1156	20095.34517
1157	20089.9727
1158	20084.0976
1159	20079.47627
1160	20075.58469
1161	20071.89221
1162	20066.58726
1163	20061.93485
1164	20056.45333
1165	20048.20037
1166	20036.16111
1167	20032.54553
1168	20026.84785
1169	20020.25885
1170	20012.89049
1171	20008.75164
1172	20003.723
1173	19998.42666
1174	19992.57387
1175	19987.12673
1176	19979.28089
1177	19970.95087
1178	19964.77854
1179	19960.68074
1180	19954.73351
1181	19949.48301
1182	19946.06172
1183	19940.42983
1184	19934.08977
1185	19929.19974
1186	19924.59551
1187	19919.05021
1188	19914.51815
1189	19910.73026
1190	19906.62813
1191	19900.71877
1192	19892.17145
1193	19886.08775
1194	19880.25092
1195	19870.89798
1196	19864.98096
1197	19860.15165
1198	19852.38187
1199	19846.64621
1200	19838.44087
1201	19835.05461
1202	19828.57556
1203	19823.13483
1204	19816.21318
1205	19810.05252
1206	19806.53341
1207	19801.69763
1208	19794.70377
1209	19787.33057
1210	19782.5735
1211	19777.22165
1212	19769.53475
1213	19765.43694
1214	19756.62894
1215	19749.91334
1216	19743.80654
1217	19740.16131
1218	19736.17417
1219	19731.87055
1220	19725.51073
1221	19719.99883
1222	19715.2221
1223	19711.52108
1224	19706.41397
1225	19702.2626
1226	19695.79081
1227	19689.01417
1228	19684.62995
1229	19678.54092
1230	19669.6655
1231	19666.41945
1232	19659.87482
1233	19654.68251
1234	19650.40031
1235	19642.59502
1236	19639.00084
1237	19632.76769
1238	19627.05601
1239	19618.7838
1240	19614.34867
1241	19609.16664
1242	19603.03427
1243	19597.81056
1244	19592.53656
1245	19586.75215
1246	19582.75292
1247	19577.72205
1248	19569.69623
1249	19562.35628
1250	19556.24351
1251	19546.54792
1252	19542.65841
1253	19535.86145
1254	19530.87031
1255	19523.95327
1256	19518.42389
1257	19509.95926
1258	19506.1305
1259	19500.32733
1260	19495.28846
1261	19490.43368
1262	19486.43932
1263	19482.49913
1264	19479.71029
1265	19474.65312
1266	19470.34821
1267	19464.864
1268	19457.73508
1269	19452.60413
1270	19446.06744
1271	19440.02646
1272	19434.74158
1273	19428.94614
1274	19424.38686
1275	19415.21197
1276	19410.38511
1277	19403.00612
1278	19399.46291
1279	19393.98356
1280	19388.76769
1281	19383.45776
1282	19379.35845
1283	19375.81037
1284	19369.77852
1285	19364.46172
1286	19360.99878
1287	19356.25786
1288	19349.80366
1289	19342.6633
1290	19335.81394
1291	19329.88363
1292	19324.20893
1293	19318.80147
1294	19313.41395
1295	19307.73589
1296	19301.01093
1297	19294.00617
1298	19288.32889
1299	19284.91721
1300	19278.44175
1301	19271.44462
1302	19268.28248
1303	19261.10661
1304	19250.33636
1305	19247.53333
1306	19242.46868
1307	19236.75785
1308	19230.49941
1309	19222.50248
1310	19217.8246
1311	19212.17604
1312	19206.2771
1313	19201.40213
1314	19196.47118
1315	19190.05461
1316	19186.90283
1317	19180.25624
1318	19174.24232
1319	19168.23477
1320	19163.16215
1321	19156.72193
1322	19151.28628
1323	19144.36607
1324	19139.0741
1325	19134.77935
1326	19131.02335
1327	19125.34371
1328	19119.28489
1329	19114.6164
1330	19110.30125
1331	19102.65956
1332	19098.90286
1333	19090.2587
1334	19085.22614
1335	19078.06646
1336	19068.69215
1337	19062.89019
1338	19055.59393
1339	19051.97445
1340	19043.47574
1341	19035.50562
1342	19027.46921
1343	19019.47267
1344	19011.79788
1345	19006.99961
1346	19000.02009
1347	18992.85488
1348	18990.19735
1349	18984.77029
1350	18979.3199
1351	18974.5741
1352	18968.05511
1353	18961.64388
1354	18957.31533
1355	18952.26653
1356	18947.67236
1357	18942.91146
1358	18936.54717
1359	18931.31809
1360	18926.58746
1361	18922.7265
1362	18917.85051
1363	18912.11471
1364	18907.83343
1365	18899.7302
1366	18894.2249
1367	18890.45694
1368	18884.9569
1369	18880.07632
1370	18874.94127
1371	18872.33376
1372	18868.67619
1373	18863.15017
1374	18857.1897
1375	18853.3349
1376	18846.85931
1377	18842.08765
1378	18835.46359
1379	18831.87421
1380	18828.3486
1381	18823.93155
1382	18819.36139
1383	18816.02095
1384	18811.7204
1385	18806.66788
1386	18803.70897
1387	18799.90464
1388	18794.4077
1389	18790.83964
1390	18785.80506
1391	18781.61181
1392	18776.59722
1393	18773.93543
1394	18768.87447
1395	18764.31439
1396	18759.07196
1397	18754.19059
1398	18751.69294
1399	18745.31897
1400	18738.59968
1401	18732.41445
1402	18726.64584
1403	18721.67807
1404	18716.22079
1405	18710.92275
1406	18706.49363
1407	18702.0315
1408	18697.71849
1409	18692.59132
1410	18688.82532
1411	18683.90174
1412	18678.13504
1413	18670.79611
1414	18663.84645
1415	18657.02681
1416	18654.41437
1417	18651.39276
1418	18647.49345
1419	18640.11545
1420	18634.7961
1421	18625.13265
1422	18616.58322
1423	18608.95059
1424	18604.26501
1425	18597.89238
1426	18590.50999
1427	18585.86978
1428	18582.37856
1429	18577.8664
1430	18570.81466
1431	18566.70718
1432	18562.53892
1433	18556.89594
1434	18550.41098
1435	18544.60483
1436	18540.93169
1437	18536.62291
1438	18532.76574
1439	18528.58561
1440	18524.81683
1441	18520.31331
1442	18517.39013
1443	18510.67641
1444	18502.30282
1445	18496.95482
1446	18491.83508
1447	18487.96615
1448	18482.08692
1449	18477.72727
1450	18470.92184
1451	18466.65254
1452	18462.79015
1453	18458.06946
1454	18451.09321
1455	18446.89252
1456	18440.52445
1457	18435.2313
1458	18430.5016
1459	18424.54399
1460	18420.28596
1461	18415.04571
1462	18410.99437
1463	18403.75086
1464	18400.30511
1465	18395.36764
1466	18391.82596
1467	18387.80883
1468	18381.96116
1469	18375.48229
1470	18370.95472
1471	18364.28256
1472	18359.80714
1473	18354.95668
1474	18348.57792
1475	18345.28685
1476	18339.67352
1477	18335.33397
1478	18331.03542
1479	18327.40576
1480	18320.84555
1481	18315.14797
1482	18308.83293
1483	18303.39287
1484	18296.7407
1485	18292.46499
1486	18285.73825
1487	18280.34803
1488	18277.16116
1489	18273.09369
1490	18268.25598
1491	18264.74708
1492	18259.81007
1493	18255.59105
1494	18252.12054
1495	18247.88831
1496	18243.21303
1497	18238.01457
1498	18233.19999
1499	18229.22086
1500	18223.76116
1501	18218.39263
1502	18215.07286
1503	18210.24872
1504	18204.7334
1505	18198.11112
1506	18192.86278
1507	18188.95484
1508	18186.42167
1509	18182.30725
1510	18177.74841
1511	18172.85048
1512	18167.13545
1513	18162.47448
1514	18159.33651
1515	18151.66667
1516	18147.99005
1517	18144.59799
1518	18139.73641
1519	18136.11157
1520	18133.29344
1521	18128.32642
1522	18124.78789
1523	18121.8062
1524	18115.9157
1525	18113.21685
1526	18111.07322
1527	18104.84894
1528	18098.78461
1529	18092.97746
1530	18088.8713
1531	18085.24596
1532	18082.75732
1533	18078.08595
1534	18074.52071
1535	18070.13673
1536	18064.74134
1537	18061.38712
1538	18058.33978
1539	18054.29462
1540	18050.11116
1541	18044.97865
1542	18042.73068
1543	18036.11306
1544	18030.66781
1545	18027.10791
1546	18022.6409
1547	18020.14821
1548	18017.33138
1549	18014.00109
1550	18009.46635
1551	18005.54295
1552	18001.46565
1553	17996.44957
1554	17991.74791
1555	17986.30157
1556	17982.91674
1557	17976.82145
1558	17973.32586
1559	17966.72931
1560	17961.54343
1561	17956.94199
1562	17949.82736
1563	17945.91149
1564	17942.40303
1565	17936.59926
1566	17932.75063
1567	17929.93558
1568	17926.42536
1569	17920.85688
1570	17917.42829
1571	17915.32448
1572	17908.39873
1573	17902.76138
1574	17899.22503
1575	17895.29613
1576	17889.64286
1577	17886.97152
1578	17881.70197
1579	17877.27999
1580	17874.34937
1581	17870.12755
1582	17866.75271
1583	17864.48599
1584	17861.77009
1585	17856.67829
1586	17851.77668
1587	17846.88155
1588	17843.49467
1589	17839.10992
1590	17835.20157
1591	17831.33324
1592	17829.05485
1593	17825.61094
1594	17822.32065
1595	17817.13779
1596	17813.78309
1597	17806.88259
1598	17802.42001
1599	17799.04828
1600	17795.96645
1601	17789.3252
1602	17784.03892
1603	17777.3812
1604	17774.58483
1605	17771.38501
1606	17766.7685
1607	17763.40078
1608	17759.03784
1609	17754.57568
1610	17750.13932
1611	17744.94311
1612	17741.7744
1613	17737.3117
1614	17732.39511
1615	17727.37257
1616	17722.17627
1617	17719.7729
1618	17715.26633
1619	17712.37831
1620	17705.88382
1621	17701.36175
1622	17694.61929
1623	17689.85568
1624	17687.09688
1625	17682.91426
1626	17678.60234
1627	17675.28874
1628	17670.91308
1629	17667.56748
1630	17662.57952
1631	17660.28354
1632	17657.13906
1633	17652.15439
1634	17647.39056
1635	17641.93037
1636	17638.97802
1637	17635.77178
1638	17631.39332
1639	17627.98399
1640	17624.59507
1641	17621.87798
1642	17617.48647
1643	17613.46534
1644	17610.73024
1645	17606.28593
1646	17600.20502
1647	17595.66931
1648	17591.35078
1649	17584.43105
1650	17579.71458
1651	17576.13643
1652	17572.90074
1653	17569.40406
1654	17564.77871
1655	17559.65906
1656	17554.58682
1657	17552.17849
1658	17546.87876
1659	17543.66245
1660	17540.92046
1661	17534.81932
1662	17530.16652
1663	17524.55246
1664	17518.97758
1665	17514.70168
